Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Product_Name,Product_Price_y,Company_Name,Company_Profit,Address
31.0,16.0,16.0,20.0,2021-02-21,109347.01750389877,2021600.0,RiskRadar Monitor,134400.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!"
32.0,23.0,7.0,11.0,2021-02-21,158091.28746141505,151200.0,DataBridge Integration Tool,151200.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
33.0,8.0,20.0,10.0,2021-02-21,241093.1443694232,2016000.0,FinSphere Intelligence Suite,224000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
34.0,92.0,8.0,11.0,2024-02-27,141578.710505847,1814400.0,RiskRadar Monitor,134400.0,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines"
35.0,49.0,19.0,6.0,2021-02-21,131600.0,476000.0,EcoNomix Modeler,95200.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines"
36.0,71.0,20.0,3.0,2022-05-19,131600.0,896000.0,FinSphere Intelligence Suite,224000.0,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines"
37.0,nan,8.0,17.0,2021-02-21,139881.2172767075,1344000.0,RiskRadar Monitor,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
38.0,67.0,2.0,13.0,2024-08-05,184039.0226478925,2016000.0,MarketMinder Analytics,168000.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines"
39.0,20.0,1.0,12.0,2024-05-22,148830.09486159886,1820000.0,FinPredictor Suite,140000.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines"
40.0,50.0,11.0,19.0,2021-02-21,160414.89053533183,3136000.0,OptiFlow Automation,156800.0,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines"
41.0,60.0,11.0,15.0,2021-02-21,151951.20178657523,2352000.0,OptiFlow Automation,156800.0,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines"
42.0,nan,nan,18.0,2021-07-01,94403.78325325028,1808800.0,RiskRadar Monitor,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
42.0,nan,nan,18.0,2021-07-01,94403.78325325028,1808800.0,SpendTrack Plus,106400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
43.0,91.0,6.0,13.0,2022-10-31,187921.9707563237,2150400.0,RevenueVue Dashboard,179200.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
44.0,87.0,13.0,11.0,2021-02-21,131600.0,1960000.0,ForecastXcelerator ,196000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines"
45.0,36.0,9.0,10.0,2024-08-26,116233.10484205802,1008000.0,Product 9,112000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
46.0,78.0,6.0,3.0,2021-02-21,177269.01074136738,1344000.0,RevenueVue Dashboard,179200.0,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines"
47.0,50.0,18.0,11.0,2024-03-14,141498.8995613937,1478400.0,DashSync Analytics Hub,134400.0,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines"
48.0,92.0,19.0,9.0,2021-02-21,104674.10023760686,761600.0,EcoNomix Modeler,95200.0,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines"
49.0,60.0,9.0,6.0,2021-02-21,113616.11203696496,1344000.0,Product 9,112000.0,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines"
50.0,59.0,nan,3.0,2021-02-21,86830.79064979366,380800.0,RiskRadar Monitor,151200.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
50.0,59.0,nan,3.0,2021-02-21,86830.79064979366,380800.0,SpendTrack Plus,106400.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
51.0,27.0,2.0,19.0,2021-02-21,169702.40591547184,3024000.0,MarketMinder Analytics,168000.0,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines"
52.0,39.0,10.0,7.0,2021-02-21,95132.47508721208,537600.0,SegmentX Targeting,89600.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines"
53.0,40.0,nan,17.0,2021-02-21,131600.0,1915200.0,RiskRadar Monitor,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
53.0,40.0,nan,17.0,2021-02-21,131600.0,1915200.0,SpendTrack Plus,106400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
54.0,19.0,10.0,10.0,2023-08-24,131600.0,896000.0,SegmentX Targeting,89600.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines"
55.0,100.0,19.0,19.0,2021-02-21,87600.3198505344,1713600.0,EcoNomix Modeler,95200.0,Global Solutions 100,75301.5,"Ayala avenue, barangay 456, taguig, philippines"
4995.5,nan,11.0,16.0,2021-02-21,169357.60831678435,2665600.0,OptiFlow Automation,156800.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
57.0,76.0,1.0,3.0,2021-02-21,141752.79292926408,1344000.0,FinPredictor Suite,140000.0,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines"
58.0,28.0,2.0,16.0,2024-09-09,184595.10426175897,2688000.0,MarketMinder Analytics,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
59.0,54.0,1.0,11.0,2021-02-21,140359.08343324802,1344000.0,FinPredictor Suite,140000.0,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines"
4995.5,94.0,1.0,4.0,2021-02-21,130046.13489927052,700000.0,FinPredictor Suite,140000.0,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!"
61.0,71.0,7.0,15.0,2021-02-21,161848.4118444253,2116800.0,DataBridge Integration Tool,151200.0,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines"
62.0,30.0,2.0,7.0,2024-01-01,154604.60558444785,1008000.0,MarketMinder Analytics,168000.0,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines"
63.0,95.0,17.0,16.0,2021-02-21,160744.7424348349,2520000.0,RealTime Revenue,168000.0,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines"
64.0,nan,19.0,18.0,2021-02-21,91513.48888197503,1344000.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
65.0,5.0,2.0,3.0,2022-12-21,170103.4952340756,504000.0,MarketMinder Analytics,168000.0,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines"
66.0,nan,17.0,16.0,2021-02-21,156716.9333086586,2856000.0,RealTime Revenue,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
67.0,73.0,11.0,11.0,2021-02-21,166372.26047601845,784000.0,OptiFlow Automation,156800.0,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines"
4995.5,82.0,19.0,5.0,2024-09-19,98348.0987085968,571200.0,EcoNomix Modeler,95200.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines"
69.0,63.0,6.0,18.0,2021-02-21,191865.8777266378,3225600.0,RevenueVue Dashboard,179200.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines"
70.0,71.0,16.0,18.0,2021-02-21,105544.33952615608,2021600.0,RiskRadar Monitor,134400.0,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines"
71.0,48.0,13.0,18.0,2021-02-21,131600.0,3332000.0,ForecastXcelerator ,196000.0,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines"
72.0,48.0,15.0,16.0,2021-02-21,103000.74352604902,1612800.0,NexGen Segmentator,100800.0,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines"
73.0,70.0,15.0,0.0,2021-02-21,103908.50984399272,100800.0,NexGen Segmentator,100800.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines"
74.0,44.0,17.0,5.0,2021-02-21,156408.64993528827,840000.0,RealTime Revenue,168000.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
75.0,51.0,3.0,4.0,2021-02-21,102820.9381495435,504000.0,TrendWise Forecaster,100800.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines"
76.0,12.0,2.0,5.0,2021-02-21,175224.47114178885,1008000.0,MarketMinder Analytics,168000.0,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
77.0,17.0,4.0,9.0,2022-02-26,134913.4726420455,1232000.0,CustomerScope Insights,123200.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines"
78.0,85.0,14.0,11.0,2021-11-13,131147.88913465323,515200.0,InsightMax Insights Platform,128800.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines"
79.0,66.0,4.0,11.0,2023-09-14,112998.05991834083,1344000.0,CustomerScope Insights,123200.0,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines"
80.0,91.0,18.0,17.0,2021-09-10,147779.8506633818,2284800.0,DashSync Analytics Hub,134400.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
81.0,61.0,15.0,10.0,2021-02-21,105434.57547931973,907200.0,NexGen Segmentator,100800.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines"
82.0,73.0,9.0,11.0,2021-02-21,118755.57154855313,1792000.0,Product 9,112000.0,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines"
4995.5,67.0,14.0,13.0,2021-02-21,141571.51322480384,1674400.0,InsightMax Insights Platform,128800.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines"
84.0,65.0,nan,18.0,2021-02-21,152629.4133036539,2856000.0,RiskRadar Monitor,151200.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines"
84.0,65.0,nan,18.0,2021-02-21,152629.4133036539,2856000.0,SpendTrack Plus,106400.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines"
85.0,21.0,nan,15.0,2021-02-21,98811.6421733158,1512000.0,RiskRadar Monitor,151200.0,Dynamic Enterprises 21,75301.5,"Ortigas Ave, Barangay 707, Davao City, Philippines"
85.0,21.0,nan,15.0,2021-02-21,98811.6421733158,1512000.0,SpendTrack Plus,106400.0,Dynamic Enterprises 21,75301.5,"Ortigas Ave, Barangay 707, Davao City, Philippines"
86.0,nan,19.0,21.0,2021-02-21,101949.50568622556,1904000.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
87.0,55.0,15.0,14.0,2021-02-21,107263.84366479564,1411200.0,NexGen Segmentator,100800.0,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines"
88.0,49.0,4.0,5.0,2022-11-07,131600.0,492800.0,CustomerScope Insights,123200.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines"
89.0,90.0,9.0,3.0,2021-02-21,131600.0,448000.0,Product 9,112000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines"
90.0,14.0,12.0,5.0,2021-02-21,83863.736756466,504000.0,BudgetMaster Pro,84000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
91.0,nan,17.0,19.0,2021-02-21,181394.9377374061,3024000.0,RealTime Revenue,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
92.0,nan,11.0,11.0,2021-02-21,169923.539774001,1724800.0,OptiFlow Automation,156800.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
93.0,41.0,16.0,4.0,2021-02-21,108901.64286708212,319200.0,RiskRadar Monitor,134400.0,Sky Partners 41,75301.5,"Ayala Avenue, Barangay 404, Pasig, Philippines"
94.0,31.0,6.0,7.0,2021-02-21,190251.0482126893,1075200.0,RevenueVue Dashboard,179200.0,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines"
95.0,74.0,14.0,7.0,2021-02-21,128187.7318904306,901600.0,InsightMax Insights Platform,128800.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
96.0,20.0,nan,4.0,2021-02-21,131600.0,492800.0,RiskRadar Monitor,151200.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines"
96.0,20.0,nan,4.0,2021-02-21,131600.0,492800.0,SpendTrack Plus,106400.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines"
97.0,57.0,13.0,20.0,2021-02-21,206794.28050408937,3724000.0,ForecastXcelerator ,196000.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines"
98.0,89.0,8.0,18.0,2021-02-21,163528.32074206884,2570400.0,RiskRadar Monitor,134400.0,Global Solutions 89,75301.5,"Ayala avenue, barangay 101, taguig, philippines"
99.0,97.0,17.0,16.0,2021-02-21,152117.76541522297,2520000.0,RealTime Revenue,168000.0,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines"
100.0,nan,17.0,12.0,2021-02-21,131600.0,1848000.0,RealTime Revenue,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
101.0,nan,18.0,7.0,2021-02-21,123606.07537351343,940800.0,DashSync Analytics Hub,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
102.0,17.0,15.0,16.0,2021-02-21,104998.95366752034,1713600.0,NexGen Segmentator,100800.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines"
103.0,nan,13.0,1.0,2021-02-21,214225.96996744932,196000.0,ForecastXcelerator ,196000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
104.0,7.0,19.0,9.0,2021-02-21,96246.31394821306,952000.0,EcoNomix Modeler,95200.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines"
105.0,33.0,2.0,3.0,2021-02-21,162269.3023970475,504000.0,MarketMinder Analytics,168000.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!"
106.0,86.0,11.0,11.0,2021-02-21,163097.19389081703,2822400.0,OptiFlow Automation,156800.0,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines"
107.0,72.0,1.0,6.0,2021-02-21,152513.17409046597,980000.0,FinPredictor Suite,140000.0,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines"
108.0,77.0,8.0,3.0,2022-11-06,137641.7614919734,604800.0,RiskRadar Monitor,134400.0,Prime Consulting 77,110398.0,"Alabang-Zapote Rd, Barangay 456, Manila, Philippines"
4995.5,75.0,3.0,1.0,2024-10-14,105417.36026541964,100800.0,TrendWise Forecaster,100800.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines"
110.0,59.0,3.0,1.0,2021-02-21,99870.2218200304,100800.0,TrendWise Forecaster,100800.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
111.0,66.0,8.0,10.0,2021-02-21,151641.79332884483,1512000.0,RiskRadar Monitor,134400.0,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines"
112.0,38.0,9.0,18.0,2021-02-21,101680.82652561652,2016000.0,Product 9,112000.0,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines"
113.0,7.0,13.0,18.0,2021-02-21,191376.31687971856,3528000.0,ForecastXcelerator ,196000.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines"
114.0,51.0,10.0,11.0,2021-02-21,84500.05283143194,985600.0,SegmentX Targeting,89600.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines"
115.0,35.0,20.0,12.0,2021-02-21,218875.35187667463,2464000.0,FinSphere Intelligence Suite,224000.0,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines"
116.0,13.0,12.0,17.0,2021-02-21,82159.19111725902,1428000.0,BudgetMaster Pro,84000.0,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!"
117.0,61.0,7.0,9.0,2020-12-01,151139.15595824635,1512000.0,DataBridge Integration Tool,151200.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines"
118.0,54.0,17.0,2.0,2021-02-21,176448.56319073474,336000.0,RealTime Revenue,168000.0,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines"
119.0,36.0,20.0,18.0,2021-02-21,131600.0,3808000.0,FinSphere Intelligence Suite,224000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
120.0,38.0,9.0,6.0,2024-02-06,115681.41372102968,560000.0,Product 9,112000.0,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines"
121.0,70.0,16.0,16.0,2021-02-21,108641.61702588436,1808800.0,RiskRadar Monitor,134400.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines"
122.0,91.0,17.0,15.0,2021-02-21,162506.38511779875,2352000.0,RealTime Revenue,168000.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
123.0,79.0,6.0,18.0,2021-02-21,183310.2074673072,3404800.0,RevenueVue Dashboard,179200.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines"
124.0,19.0,15.0,14.0,2021-02-21,92213.84453308376,1411200.0,NexGen Segmentator,100800.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines"
125.0,29.0,17.0,12.0,2020-11-01,170160.19274658096,1848000.0,RealTime Revenue,168000.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
126.0,29.0,nan,11.0,2021-02-21,131600.0,1433600.0,RiskRadar Monitor,151200.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
126.0,29.0,nan,11.0,2021-02-21,131600.0,1433600.0,SpendTrack Plus,106400.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
127.0,64.0,5.0,4.0,2021-02-21,75943.08246453946,252000.0,SalesSync Optimizer,84000.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines"
128.0,32.0,7.0,19.0,2021-02-21,144758.7228621528,2721600.0,DataBridge Integration Tool,151200.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines"
129.0,90.0,12.0,2.0,2021-02-21,85230.17025938461,168000.0,BudgetMaster Pro,84000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines"
130.0,44.0,nan,17.0,2021-02-21,132278.15336786353,2520000.0,RiskRadar Monitor,151200.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
130.0,44.0,nan,17.0,2021-02-21,132278.15336786353,2520000.0,SpendTrack Plus,106400.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
131.0,nan,18.0,10.0,2021-02-21,122582.88899120722,1478400.0,DashSync Analytics Hub,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
132.0,68.0,nan,14.0,2021-02-21,90413.37382885854,1237600.0,RiskRadar Monitor,151200.0,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines"
132.0,68.0,nan,14.0,2021-02-21,90413.37382885854,1237600.0,SpendTrack Plus,106400.0,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines"
133.0,98.0,3.0,9.0,2021-02-21,97574.64229438636,806400.0,TrendWise Forecaster,100800.0,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines"
134.0,51.0,15.0,3.0,2023-05-02,107741.13064878792,201600.0,NexGen Segmentator,100800.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines"
135.0,70.0,1.0,7.0,2021-02-21,145919.92900093284,980000.0,FinPredictor Suite,140000.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines"
136.0,66.0,nan,18.0,2023-05-02,172130.2875102671,3024000.0,RiskRadar Monitor,151200.0,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines"
